id,project_code,name,project_type,clients,cpi,other_cost,operation_select,finance_select,upload_document,tentative_start_date,tentative_end_date,estimated_time,status,remark,created_by,assigned_to,created_at,is_active
3329,001glg806,Rental Marketing Platforms,CATI,GLG,49,,1,0,,2025-02-04 05:30:00,2025-02-11 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-02-05 08:28:32,1
3328,003pot244,2945a - Uni - Re: URGENT - Potloc B2B Project - Da,CATI,potloc,38,,1,0,,2025-02-04 05:30:00,2025-02-11 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Jagdeep Yadav,2025-02-05 08:27:57,1
3327,035har048,2024-027-02 UT JH Academic - FEB,Online,Harmon,15,,1,0,,2025-02-04 05:30:00,2025-02-11 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Pankaj Nandolia,2025-02-05 08:26:56,1
3326,001glg805,HCM Software survey Mid-market : GLG Feasibility R,CATI,GLG,51,,1,0,,2025-02-04 05:30:00,2025-02-11 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Navneet Tiwari,2025-02-05 08:25:22,1
3325,071wer088,Contractors and Architects (462),CATI,Werk Insights,45,,1,0,,2025-02-03 05:30:00,2025-02-17 05:30:00,"14 days, 0:00:00",Project Initiated,,Saransh Sharma,Ankit Narang,2025-02-05 08:24:46,1
3324,116bur117,Ingredients Research,CATI,Burak Jacobson,43,,1,0,,2025-02-03 05:30:00,2025-02-27 05:30:00,"24 days, 0:00:00",Project Initiated,,Saransh Sharma,Saurabh Malik,2025-02-05 08:23:36,1
3323,055pym104,Chief Financial Officers Survey (CAIO Instrument),CATI,Pymnts,56,,1,0,,2025-02-04 05:30:00,2025-02-14 05:30:00,"10 days, 0:00:00",Project Initiated,,Saransh Sharma,Reeti Sharma,2025-02-05 08:21:01,1
3322,002sym011,SYM2401409 BuilderSeries 2025 - February,CATI,Symmetric Sampling,43,,1,0,,2025-02-04 05:30:00,2025-02-18 05:30:00,"14 days, 0:00:00",Project Initiated,,Saransh Sharma,Ankit Narang,2025-02-05 08:19:25,1
3321,083glo093,"CCP4416 Dairy Interviews (CHE, ICLD, LU)",IDI,Global Data,234,,1,0,,2025-02-04 05:30:00,2025-02-11 05:30:00,"7 days, 0:00:00",Project Initiated,,Gaurav Prashant Saxena,Vishal Pathak,2025-02-04 16:20:16,1
3320,001glg804,[Unimrkt | GLG] VDI Market,CATI,GLG,51,,1,0,,2025-02-03 05:30:00,2025-02-17 05:30:00,"14 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-02-04 04:18:46,1
3319,001glg803,UM_glg | Mercury Bank Customer Survey,CATI,GLG,49,,1,0,,2025-02-03 05:30:00,2025-02-21 05:30:00,"18 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-02-04 04:17:43,1
3318,001glg802,UM_GLG | Exome Sequencing (Survey #609120),CATI,GLG,70,,1,0,,2025-02-03 05:30:00,2025-02-10 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Shivani Hanjura,2025-02-04 04:15:45,1
3317,001glg801,GLG Feasibility Request - Data Centres,CATI,GLG,49,,1,0,,2025-02-03 05:30:00,2025-02-21 05:30:00,"18 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-02-04 04:14:42,1
3316,083glo092,CCP4583 - Wellness Market in Mexico (Additional 9,IDI,Global Data,345,,1,0,,2025-01-31 05:30:00,2025-02-07 05:30:00,"7 days, 0:00:00",In Progress,,Gaurav Prashant Saxena,Vishal Pathak,2025-02-03 15:46:06,1
3315,071wer087,Home Centers (464),CATI,Werk Insights,0,,1,0,,2025-01-28 05:30:00,2025-02-28 05:30:00,"31 days, 0:00:00",In Progress,,Saransh Sharma,Ankit Narang,2025-02-03 09:12:15,1
3314,004rot034,Upwork Business January 2025,CATI,Roth MKM,32,,1,0,,2025-01-31 05:30:00,2025-02-14 05:30:00,"14 days, 0:00:00",Project Initiated,,Saransh Sharma,Reeti Sharma,2025-02-03 09:09:00,1
3313,036inn064,INV168340 - US & JP,CATI,Innovate MR,75,,1,0,,2025-01-31 05:30:00,2025-02-13 05:30:00,"13 days, 0:00:00",Project Initiated,,Saransh Sharma,Shivani Hanjura,2025-02-03 09:08:27,1
3312,003pot243,survey quotation ICT DM's in Saudi,CATI,potloc,42,,1,0,,2025-01-31 05:30:00,2025-02-07 05:30:00,"7 days, 0:00:00",In Progress,,Saransh Sharma,Jagdeep Yadav,2025-02-03 09:07:41,1
3311,001glg800,Network Survey- Satellites: GLG Feasibility Reques,CATI,GLG,51,,1,0,,2025-01-31 05:30:00,2025-02-07 05:30:00,"7 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-02-03 09:07:04,1
3310,001glg799,Corporate & Fund Services,CATI,GLG,50,,1,0,,2025-01-31 05:30:00,2025-02-14 05:30:00,"14 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-02-03 09:06:26,1
3309,004rot033,New project opportunities....ROTH | QSG Greek Rest,CATI,Roth MKM,46,,1,0,,2025-01-31 05:30:00,2025-02-11 05:30:00,"11 days, 0:00:00",Project Initiated,,Saransh Sharma,Reeti Sharma,2025-02-03 09:05:41,1
3308,029emi041,UC Tracker – Q1 2025 IO# 67027,CATI,EMI Research Soultions,65,,1,0,,2025-01-31 05:30:00,2025-02-21 05:30:00,"21 days, 0:00:00",Project Initiated,,Saransh Sharma,Dipika Maheshwari,2025-02-03 09:05:01,1
3307,006oxf071,IBV 2025 CEO Survey (CXO Series - Survey 1),CATI,Oxford Economics,46,,1,0,,2025-01-30 05:30:00,2025-03-27 05:30:00,"56 days, 0:00:00",To Be Started,,Gaurav Prashant Saxena,Ankit Narang,2025-01-31 17:36:23,1
3306,103ber112,MFOUR Tracking Study,CATI,Beresford Research,38,,1,0,,2025-01-23 05:30:00,2025-02-20 05:30:00,"28 days, 0:00:00",In Progress,,Gaurav Prashant Saxena,Jagdeep Yadav,2025-01-31 16:15:07,1
3305,103ber111,NIM Voice of the Leaders of Today (2025) Survey,CATI,Beresford Research,40,,1,0,,2025-01-23 05:30:00,2025-02-24 05:30:00,"32 days, 0:00:00",In Progress,,Gaurav Prashant Saxena,Jagdeep Yadav,2025-01-31 16:12:21,1
3304,001glg798,Unimrkt - Trellix,CATI,GLG,49,,1,0,,2025-01-30 05:30:00,2025-02-07 05:30:00,"8 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-31 06:22:26,1
3303,001glg797,Mass Spectrometry Brand Study (Survey #608943),CATI,GLG,75,,1,0,,2025-01-30 05:30:00,2025-02-07 05:30:00,"8 days, 0:00:00",To Be Started,,Saransh Sharma,Dipika Maheshwari,2025-01-31 06:21:53,1
3302,003pot242,"New RFQ - Innovation, Engineering, R&D Departments",CATI,potloc,44,,1,0,,2025-01-30 05:30:00,2025-02-07 05:30:00,"8 days, 0:00:00",To Be Started,,Saransh Sharma,Jagdeep Yadav,2025-01-31 06:21:13,1
3301,001glg796,Piping Systems,CATI,GLG,48,,1,0,,2025-01-29 05:30:00,2025-02-06 05:30:00,"8 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-31 06:19:52,1
3300,001glg795,Political Monitoring & Insights Software,CATI,GLG,48,,1,0,,2025-01-29 05:30:00,2025-02-07 05:30:00,"9 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-31 06:19:19,1
3299,036inn063,INV165940 INTL-Unimrkt CATI,CATI,Innovate MR,35,,1,0,,2025-01-29 05:30:00,2025-02-05 05:30:00,"7 days, 0:00:00",To Be Started,,Saransh Sharma,Saurabh Malik,2025-01-31 06:18:49,1
3298,001glg794,Professional Services Space (Survey #) January 202,CATI,GLG,50,,1,0,,2025-01-29 05:30:00,2025-02-07 05:30:00,"9 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-01-31 06:18:13,1
3297,001glg793,Trends in Chemical Usage - Oct 2024 (Survey#608477,CATI,GLG,40,,1,0,,2025-01-29 05:30:00,2025-02-13 05:30:00,"15 days, 0:00:00",To Be Started,,Saransh Sharma,Navneet Tiwari,2025-01-31 06:17:33,1
3296,029emi040,Unimrkt: Verzenio US BC Consumer Tracker 2025 IO#,CATI,EMI Research Soultions,68,,1,0,,2025-01-29 05:30:00,2025-02-07 05:30:00,"9 days, 0:00:00",Project Initiated,,Saransh Sharma,Dipika Maheshwari,2025-01-31 06:16:31,1
3295,081col090,HUMAN TO AI AGENT STUDY (CP4179),IDI,Coleman Parkes,650,,1,0,,2025-01-27 05:30:00,2025-02-14 05:30:00,"18 days, 0:00:00",To Be Started,,Gaurav Prashant Saxena,Vishal Pathak,2025-01-30 18:44:40,1
3294,071wer086,Investment data professionals (436),CATI,Werk Insights,45,,1,0,,2025-01-28 05:30:00,2025-02-12 05:30:00,"15 days, 0:00:00",To Be Started,,Saransh Sharma,Ankit Narang,2025-01-30 04:25:35,1
3293,007qua079,Qual3654-1207-LegalTrends2023[CS] | Wave 2,CATI,Qualtrics,42,,1,0,,2025-01-28 05:30:00,2025-02-04 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Reeti Sharma,2025-01-30 04:21:50,1
3292,004rot032,QSG New project - Floor Contractors and General Co,CATI,Roth MKM,45,,1,0,,2025-01-27 05:30:00,2025-02-03 05:30:00,"7 days, 0:00:00",Project Initiated,,Saransh Sharma,Reeti Sharma,2025-01-28 22:18:33,1
3291,001glg792,Fiverr & Upwork Hiring Managers,CATI,GLG,49,,1,0,,2025-01-27 05:30:00,2025-02-07 05:30:00,"11 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-28 22:17:50,1
3290,001glg791,Banking Technology,CATI,GLG,50,,1,0,,2025-01-27 05:30:00,2025-02-03 05:30:00,"7 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-28 22:17:18,1
3289,001glg790,Tech and Telecom Industry Study,CATI,GLG,51,,1,0,,2025-01-27 05:30:00,2025-02-07 05:30:00,"11 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-28 22:16:44,1
3288,001glg789,Retail Project Management Software (Survey #608850,CATI,GLG,49,,1,0,,2025-01-27 05:30:00,2025-02-03 05:30:00,"7 days, 0:00:00",In Progress,,Saransh Sharma,Navneet Tiwari,2025-01-28 22:15:33,1
3287,112pro125,AAC Survey,CATI,proSapient,0,,1,0,,2025-01-14 05:30:00,2025-01-31 05:30:00,"17 days, 0:00:00",In Progress,,Christopher Schaedel,Dipika Maheshwari,2025-01-28 01:27:46,1
3286,112pro124,Geotechnical service industry,CATI,proSapient,52,,1,0,,2025-01-14 05:30:00,2025-01-31 05:30:00,"17 days, 0:00:00",Completed,,Christopher Schaedel,Navneet Tiwari,2025-01-28 01:20:09,1
3285,112pro123,Capitol Markets Software,CATI,proSapient,48,,1,0,,2025-01-14 05:30:00,2025-02-06 05:30:00,"23 days, 0:00:00",In Progress,,Christopher Schaedel,Navneet Tiwari,2025-01-28 00:58:21,1
3284,112pro122,Auction Platforms,CATI,proSapient,58,,1,0,,2025-01-14 05:30:00,2025-01-24 05:30:00,"10 days, 0:00:00",Project Initiated,,Christopher Schaedel,Navneet Tiwari,2025-01-28 00:48:57,1
